fold,model,seq_length,val_accuracy,val_f1_macro,val_f1_weighted,val_kappa,test_accuracy,test_f1_macro,test_f1_weighted,test_kappa,total_params
0,conformer,11,0.870427501101807,0.8276775287063218,0.8718926477575004,0.810444928137485,0.8649897330595483,0.809344673754104,0.8642344997632323,0.8237996548382148,1338821
